,item,tattoo,mouth,hair,eyes,skin,body,tail,main,background,mustache,glasses,mask,hat,Rarity score,Token Id
5758,None,None,dot,soft dark,sneaky peeky eyes,black,'pro' text  long sleeve,golden tail,main,bg #1,None,None,None,None,2.083383987480599,5759
5759,None,None,classic mouth,messy,anime eyes,white,'hi' text shirt,suoer pointed tail],main,bg #11,None,None,None,None,0.9756183912505663,5760
5760,None,None,bored,realistic,anime eyes,yellow,astro suit,golden tail,main,bg #3,None,None,None,None,1.4818512815354006,5761
5761,None,None,dot,super messy,little eyes,black,green mario coat,thief striped tail,main,bg #8,None,None,None,None,2.0173841116307734,5762
5762,None,None,sad mouth,soft dark,chasis eyes,yellow,robotic t-shirt,cactus green stripped tail,main,bg #1,None,None,None,None,1.100395075215931,5763
5763,None,None,super happy,soft dark,mixed eyeballs,fair,purple striped,double tail,main,bg #8,None,None,None,None,2.8096817798871374,5764
5764,None,None,big dot,soft dark,devil eyes,black,'hi' text shirt,thief striped tail,main,bg #5,None,None,None,None,2.545507427671714,5765
5765,None,None,cross shaped mouth,super messy,slight thunder eyes,fair,robot,sandy tail,main,bg #11,None,None,None,None,1.67262152653142,5766
5766,None,None,smoking,soft dark,tired eyes,yellow, red mario coat,tail alive,main,bg #9,None,None,None,None,1.4304692529489127,5767
5767,None,None,big dot,light grey,angry thunder eyes,white, king jacket,golden stripped tail,main,bg,None,None,None,None,1.041710961312372,5768
5768,None,None, tied mouth,realistic,soft eyes,white, king jacket,tail alive,main,bg #11,None,None,None,None,1.247063233982884,5769
5769,None,None,indecisive,soft dark,angry thunder eyes,yellow,golden armor,cowboy tail,main,bg #1,None,None,None,None,1.6212489660644325,5770
5770,None,None,super flat mouth,realistic,luminous eyes,yellow,single striped,pinky striped tail,main,bg #6,None,None,None,None,0.9315868725528034,5771
5771,None,None,flat mouth,soft dark,dark eyes,black,green mario coat,pinky messy tail,main,bg #2,None,None,None,None,1.7605655286768076,5772
5772,None,None,big dot,light grey,luminous eyes,white,nurse coat,pointed and messy tail,main,bg #9,None,None,None,None,1.004968864550031,5773
5773,None,None,O shaped mouth,light grey,soft eyes,fair,red hood dress,cactus green stripped tail,main,bg #9,None,None,None,None,1.5699101016495516,5774
5774,None,None, tied mouth,realistic,crying eyes,zombie,astro suit,golden stripped tail,main,bg,None,None,None,None,2.1126807561313523,5775
5775,None,None,big sad mouth,light grey,chasis eyes,yellow,green mario coat,double tail,main,bg #8,None,None,None,None,0.5207601667148812,5776
5776,None,None,robot mouth,super messy,angry thunder eyes,zombie,single striped,multi stripped tail,main,bg #2,None,None,None,None,1.1003097579866108,5777
5777,None,None,big sad mouth,light grey,sneaky peeky eyes,fair,red hood dress,pointed and messy tail,main,bg #2,None,None,None,None,1.3424757239241178,5778
5778,None,None,robot mouth,realistic,chasis eyes,white,robot,suoer pointed tail],main,bg,None,None,None,None,1.1295991547912732,5779
5779,None,None,super happy,super messy,luminous eyes,white,doctor coat,golden tail,main,bg rainy,None,None,None,None,0.8436207433316184,5780
5780,None,None, tied mouth,super messy,sneaky peeky eyes,white,chest plate,devil tail,main,bg #6,None,None,None,None,0.5868411567369974,5781
5781,None,None,sad mouth,soft dark,chasis eyes,yellow,robot,multi stripped tail,main,bg #2,None,None,None,None,1.1810633474647996,5782
5782,None,None,big dot,super messy,devil eyes,fair,robot,robot tail,main,bg #2,None,None,None,None,1.4451207856751223,5783
5783,None,None,cross shaped mouth,light grey,sneaky peeky eyes,fair,green striped singlet,cowboy tail,main,bg #2,None,None,None,None,1.9880483690635318,5784
5784,None,None,super happy,super messy,mixed eyeballs,zombie,body hug,pinky striped tail,main,bg #9,None,None,None,None,1.753284533164649,5785
5785,None,None,big dot,super messy,sneaky peeky eyes,yellow,robotic suit,tail alive,main,bg #1,None,None,None,None,0.8142829053602328,5786
5786,None,None,smoking,soft dark,golden eyes,zombie,doctor coat,sandy tail,main,bg #3,None,None,None,None,1.7092488074586494,5787
5787,None,None,L shaped mouth,soft dark,tired eyes,yellow,viking jacket,tail alive,main,bg,None,None,None,None,1.1297276529453184,5788
5788,None,None,sneaky happy mouth,super messy,little eyes,white,pink long sleeve,multi stripped tail,main,bg #9,None,None,None,None,1.0710298408389736,5789
5789,None,None,cross shaped mouth,realistic,devil eyes,white,jacket with bow tie,stripped tail,main,bg #11,None,None,None,None,1.4891681099124603,5790
5790,None,None,super flat mouth,super messy,dark eyes,black,brown singlet,stripped tail,main,bg #5,None,None,None,None,1.6725730691647476,5791
5791,None,None,cross shaped mouth,super messy,golden eyes,fair,mock neck,inverted tail,main,bg #7,None,None,None,None,1.687278341705412,5792
5792,None,None,bored,messy,crying eyes,yellow,black coat,inverted tail,main,bg #10,None,None,None,None,0.7189262175264818,5793
5793,None,None,L shaped mouth,realistic,dark eyes,black,body hug,cactus green stripped tail,main,bg rainy,None,None,None,None,2.0980407953053457,5794
5794,None,None,big sad mouth,light grey,eyeball left,white,realistic singlet,realistic tail,main,bg,None,None,None,None,0.7042767805995366,5795
5795,None,None,sneaky happy mouth,soft dark,devil eyes,yellow,green striped singlet,inverted tail,main,bg #8,None,None,None,None,1.650602613447576,5796
5796,None,None,smoking,super messy,dark eyes,zombie,'pro' text  long sleeve,tail alive,main,bg #6,None,None,None,None,0.9095900701867592,5797
5797,None,None,robot mouth,light grey,angry thunder eyes,yellow,classic pyjamas,pinky striped tail,main,bg,None,None,None,None,0.718849321346783,5798
5798,None,None,classic mouth,super messy,chasis eyes,black,messy,realistic tail,main,bg #1,None,None,None,None,1.71660564409919,5799
5799,None,None,bored,super messy,devil eyes,white,golden stripped,suoer pointed tail],main,bg rainy,None,None,None,None,0.3227257669625353,5800
5800,None,None,cute sad mouth,super messy,soft eyes,zombie,black coat,pointed and messy tail,main,bg,None,None,None,None,1.4525439898718786,5801
5801,None,None,bored,messy,mixed eyeballs,yellow,'sad' text shirt,cactus green stripped tail,main,bg rainy,None,None,None,None,1.2618337797534482,5802
5802,None,None, tied mouth,super messy,angry thunder eyes,black,black coat,stripped tail,main,bg #2,None,None,None,None,1.4597965589778015,5803
5803,None,None,classic mouth,super messy,little eyes,white, red mario coat,golden tail,main,bg #1,None,None,None,None,0.7482461561346315,5804
5804,None,None,robot mouth,messy,crying eyes,white,purple striped,suoer pointed tail],main,bg #1,None,None,None,None,1.1957707180174038,5805
5805,None,None,vampire,light grey,luminous eyes,fair,nurse coat,double tail,main,bg rainy,None,None,None,None,1.5625448358199032,5806
5806,None,None,big dot,messy,slight thunder eyes,zombie,robot,pointed and messy tail,main,bg #1,None,None,None,None,1.7973244836593165,5807
5807,None,None,cross shaped mouth,light grey,sneaky peeky eyes,fair,chest plate,suoer pointed tail],main,bg #8,None,None,None,None,1.7019519943952461,5808
5808,None,None,super flat mouth,realistic,golden eyes,zombie, red mario coat,sandy tail,main,bg #6,None,None,None,None,1.1957138422089066,5809
5809,None,None,indecisive,realistic,luminous eyes,white,'pro' text  long sleeve,pinky messy tail,main,bg #5,None,None,None,None,1.386361901104206,5810
5810,None,None,cross shaped mouth,messy,eyeball left,yellow,viking jacket,thief striped tail,main,bg #3,None,None,None,None,1.305767346842102,5811
5811,None,None,happy mouth,realistic,dark eyes,zombie,'hi' text shirt,multi stripped tail,main,bg #5,None,None,None,None,1.5111617554220882,5812
5812,None,None,bored,realistic,anime eyes,yellow,pink long sleeve,thief striped tail,main,bg #3,None,None,None,None,1.7018982752851166,5813
5813,None,None,O shaped mouth,super messy,sneaky peeky eyes,fair,robotic t-shirt,pinky striped tail,main,bg #3,None,None,None,None,1.2691527129385247,5814
5814,None,None,classic mouth,messy,eyeball left,zombie,purple striped,pointed and messy tail,main,bg,None,None,None,None,1.5405943877510464,5815
5815,None,None,flat mouth,super messy,golden eyes,yellow,golden stripped,stripped tail,main,bg #4,None,None,None,None,0.4841486867438269,5816
5816,None,None,O shaped mouth,super messy,sneaky peeky eyes,yellow,classic pyjamas,sandy tail,main,bg #7,None,None,None,None,1.2324896297287373,5817
5817,None,None,big dot,soft dark,luminous eyes,zombie,pink long sleeve,robot tail,main,bg #6,None,None,None,None,1.8192644012081112,5818
5818,None,None,vampire,super messy,luminous eyes,zombie,'pro' text  long sleeve,cowboy tail,main,bg #6,None,None,None,None,1.4231787611846594,5819
5819,None,None,super flat mouth,super messy,angry thunder eyes,yellow,robotic t-shirt,golden tail,main,bg #4,None,None,None,None,0.1173608678146483,5820
5820,None,None,dot,light grey,eyeball left,white,golden stripped,multi stripped tail,main,bg #2,None,None,None,None,0.6161979488068394,5821
5821,None,None,sneaky happy mouth,messy,soft eyes,white,robot,pointed and messy tail,main,bg #3,None,None,None,None,1.415813487689669,5822
5822,None,None,happy mouth,soft dark,angry thunder eyes,fair,'hi' text shirt,cowboy tail,main,bg #3,None,None,None,None,2.171443855217798,5823
5823,None,None,happy mouth,soft dark,crying eyes,white,styled body hug,golden tail,main,bg #8,None,None,None,None,1.4011524763337484,5824
5824,None,None,cute sad mouth,soft dark,devil eyes,fair,robotic t-shirt,suoer pointed tail],main,bg rainy,None,None,None,None,1.3865430545453843,5825
5825,None,None,super flat mouth,realistic,chasis eyes,zombie,chest plate,cactus green stripped tail,main,bg #6,None,None,None,None,1.4744860220276834,5826
5826,None,None,L shaped mouth,soft dark,anime eyes,black,red hood dress,cowboy tail,main,bg #10,None,None,None,None,2.303376206436676,5827
5827,None,None,big dot,light grey,sneaky peeky eyes,black,messy,cactus green stripped tail,main,bg #5,None,None,None,None,2.1273818030931064,5828
5828,None,None,dot,soft dark,devil eyes,black,squid game suit,golden tail,main,bg #11,None,None,None,None,2.061466185944222,5829
5829,None,None,O shaped mouth,light grey,little eyes,fair,'hi' text shirt,stripped tail,main,bg #7,None,None,None,None,2.090875650291387,5830
5830,None,None,cute sad mouth,realistic,luminous eyes,zombie,golden armor,pinky striped tail,main,bg #11,None,None,None,None,1.6872204051558592,5831
5831,None,None,robot mouth,realistic,luminous eyes,black,'hi' text shirt,suoer pointed tail],main,bg #7,None,None,None,None,2.596886305565669,5832
5832,None,None,indecisive,soft dark,chasis eyes,zombie,stylish pyjamas,robot tail,main,bg #9,None,None,None,None,1.8559917375251527,5833
5833,None,None,L shaped mouth,light grey,dark eyes,yellow,robotic t-shirt,pinky striped tail,main,bg,None,None,None,None,0.13934818673050867,5834
5834,None,None, tied mouth,messy,angry thunder eyes,white, king jacket,realistic tail,main,bg #10,None,None,None,None,0.8802606591918057,5835
5835,None,None,L shaped mouth,light grey,golden eyes,zombie,nurse coat,pinky messy tail,main,bg #10,None,None,None,None,0.8215870798385403,5836
5836,None,None,cross shaped mouth,realistic,dark eyes,white,messy,golden tail,main,bg #8,None,None,None,None,1.5111617499694225,5837
5837,None,None, tied mouth,light grey,angry thunder eyes,yellow,doctor coat,thief striped tail,main,bg #8,None,None,None,None,0.7408872097865776,5838
5838,None,None,big gum,messy,devil eyes,black,ash striped,devil tail,main,bg #5,None,None,None,None,1.9954031162267392,5839
5839,None,None,big gum,realistic,mixed eyeballs,white,robotic suit,pointed and messy tail,main,bg #10,None,None,None,None,1.4597407428830456,5840
5840,None,None,super flat mouth,realistic,golden eyes,fair,single striped,thief striped tail,main,bg #5,None,None,None,None,1.789941300686,5841
5841,None,None,big dot,messy,golden eyes,black,robotic suit,suoer pointed tail],main,bg #1,None,None,None,None,1.6285763137401266,5842
5842,None,None,O shaped mouth,soft dark,slight thunder eyes,zombie,single striped,robot tail,main,bg #6,None,None,None,None,1.9366726541108519,5843
5843,None,None,big gum,realistic,chasis eyes,yellow,green mario coat,pointed and messy tail,main,bg #10,None,None,None,None,0.726190381133512,5844
5844,None,None,classic mouth,super messy,dark eyes,fair,golden armor,golden stripped tail,main,bg #2,None,None,None,None,1.3644914806256907,5845
5845,None,None,L shaped mouth,soft dark,little eyes,fair, red mario coat,golden stripped tail,main,bg #4,None,None,None,None,1.8853306368697864,5846
5846,None,None,big gum,super messy,little eyes,yellow,chest plate,stripped tail,main,bg #1,None,None,None,None,1.005064724864252,5847
5847,None,None,big dot,light grey,devil eyes,yellow,robotic suit,cowboy tail,main,bg #2,None,None,None,None,1.1150476677349062,5848
5848,None,None,cute sad mouth,soft dark,chasis eyes,fair,robot,golden stripped tail,main,bg #4,None,None,None,None,1.826687596000995,5849
5849,None,None,zero shaped mouth,soft dark,golden eyes,yellow,stylish pyjamas,sandy tail,main,bg #10,None,None,None,None,1.078352981427407,5850
5850,None,None,indecisive,super messy,chasis eyes,zombie,green striped singlet,pinky messy tail,main,bg #9,None,None,None,None,1.4011345589530082,5851
5851,None,None,cross shaped mouth,realistic,sneaky peeky eyes,white, king jacket,cactus green stripped tail,main,bg #10,None,None,None,None,1.606523700020775,5852
5852,None,None,vampire,light grey,tired eyes,white,robotic t-shirt,suoer pointed tail],main,bg #6,None,None,None,None,0.40344671275311317,5853
5853,None,None, tied mouth,messy,tired eyes,zombie,nurse coat,thief striped tail,main,bg #9,None,None,None,None,1.5845974689791935,5854
5854,None,None,L shaped mouth,super messy,little eyes,black,pink long sleeve,sandy tail,main,bg #5,None,None,None,None,1.7092667089555373,5855
5855,None,None,super flat mouth,super messy,chasis eyes,white,messy,sandy tail,main,bg,None,None,None,None,0.6895272832252343,5856
5856,None,None,L shaped mouth,light grey,sneaky peeky eyes,zombie,single striped,cactus green stripped tail,main,bg #2,None,None,None,None,1.3424915299378377,5857
5857,None,None,big dot,light grey,crying eyes,zombie,green mario coat,pointed and messy tail,main,bg #11,None,None,None,None,1.2838053013482444,5858
5858,None,None,super flat mouth,soft dark,sneaky peeky eyes,black,robot,devil tail,main,bg #3,None,None,None,None,2.391463468603843,5859
5859,None,None,dot,super messy,anime eyes,zombie,ash striped,pinky striped tail,main,bg #4,None,None,None,None,1.4231482149558197,5860
5860,None,None,O shaped mouth,soft dark,anime eyes,white,chest plate,suoer pointed tail],main,bg,None,None,None,None,1.5185228031801206,5861
5861,None,None,classic mouth,light grey,luminous eyes,black, red mario coat,inverted tail,main,bg #7,None,None,None,None,1.951355796414753,5862
5862,None,None,vampire,soft dark,tired eyes,black,viking jacket,golden tail,main,bg #4,None,None,None,None,2.2080595434614754,5863
5863,None,None,vampire,light grey,dark eyes,fair,mock neck,thief striped tail,main,bg #2,None,None,None,None,1.54789960677046,5864
5864,None,None,indecisive,super messy,little eyes,zombie,green striped singlet,cactus green stripped tail,main,bg #9,None,None,None,None,1.826645465386138,5865
5865,None,None,O shaped mouth,soft dark,sneaky peeky eyes,black,red hood dress,realistic tail,main,bg #9,None,None,None,None,2.435596094265673,5866
5866,None,None,smoking,light grey,devil eyes,zombie,squid game suit,golden stripped tail,main,bg #1,None,None,None,None,1.3864851259772701,5867
5867,None,None,O shaped mouth,light grey,mixed eyeballs,black,squid game suit,realistic tail,main,bg #5,None,None,None,None,2.2888363105624023,5868
5868,None,None,bored,realistic,devil eyes,white,chest plate,suoer pointed tail],main,bg #11,None,None,None,None,0.8509122861169576,5869
5869,None,None,indecisive,super messy,sneaky peeky eyes,fair,body hug,sandy tail,main,bg #9,None,None,None,None,1.6285921140641084,5870
5870,None,None,robot mouth,soft dark,luminous eyes,black,realistic singlet,sandy tail,main,bg #1,None,None,None,None,2.0173788400092993,5871
5871,None,None,big gum,soft dark,luminous eyes,white,purple striped,inverted tail,main,bg #3,None,None,None,None,1.6872183084873296,5872
5872,None,None,smoking,realistic,luminous eyes,white,chest plate,multi stripped tail,main,bg #9,None,None,None,None,1.3277135852949258,5873
5873,None,None,sad mouth,super messy,little eyes,yellow,green mario coat,double tail,main,bg,None,None,None,None,0.9316469140684206,5874
5874,None,None,vampire,super messy,golden eyes,yellow,squid game suit,golden tail,main,bg,None,None,None,None,0.7409008960567182,5875
5875,None,None,bored,realistic,golden eyes,zombie,doctor coat,devil tail,main,bg #8,None,None,None,None,1.3937756148966545,5876
5876,None,None,big gum,messy,golden eyes,fair,robotic suit,golden stripped tail,main,bg #9,None,None,None,None,1.4452166364274222,5877
5877,None,None,gum,soft dark,slight thunder eyes,fair,classic pyjamas,multi stripped tail,main,bg #8,None,None,None,None,2.4135350563357343,5878
5878,None,None,gum,realistic,sneaky peeky eyes,white,viking jacket,thief striped tail,main,bg #4,None,None,None,None,1.2617158283194143,5879
5879,None,None,flat mouth,messy,chasis eyes,yellow, red mario coat,stripped tail,main,bg #4,None,None,None,None,0.74823245153089,5880
5880,None,None,sad mouth,realistic,chasis eyes,black,brown singlet,golden tail,main,bg #8,None,None,None,None,2.3327561852960566,5881
5881,None,None,big sad mouth,messy,chasis eyes,fair,messy,multi stripped tail,main,bg #1,None,None,None,None,1.2691484943927636,5882
5882,None,None, tied mouth,realistic,tired eyes,fair,jacket with bow tie,suoer pointed tail],main,bg #8,None,None,None,None,2.0539997903915537,5883
5883,None,None,L shaped mouth,soft dark,little eyes,black,mock neck,double tail,main,bg #9,None,None,None,None,2.1787754232568086,5884
5884,None,None,weird mouth,messy,eyeball left,zombie,jacket with bow tie,thief striped tail,main,bg #6,None,None,None,None,1.2764147579873377,5885
5885,None,None,cute sad mouth,realistic,golden eyes,white,green striped singlet,double tail,main,bg #10,None,None,None,None,1.0709624446255042,5886
5886,None,None,super happy,light grey,mixed eyeballs,white,'pro' text  long sleeve,thief striped tail,main,bg #2,None,None,None,None,1.3570798662676173,5887
5887,None,None,super flat mouth,messy,anime eyes,zombie,realistic singlet,tail alive,main,bg #2,None,None,None,None,1.2617716463107496,5888
5888,None,None,bored,messy,eyeball left,yellow,classic pyjamas,sandy tail,main,bg #10,None,None,None,None,0.586912765332345,5889
5889,None,None,classic mouth,light grey,dark eyes,fair,golden armor,realistic tail,main,bg #1,None,None,None,None,1.4232398397340893,5890
5890,None,None,bored,super messy,sneaky peeky eyes,black,stylish pyjamas,robot tail,main,bg #1,None,None,None,None,1.7019498891130846,5891
5891,None,None,robot mouth,super messy,dark eyes,yellow,pink long sleeve,robot tail,main,bg #5,None,None,None,None,0.8876248699701373,5892
5892,None,None,vampire,realistic,slight thunder eyes,yellow, king jacket,thief striped tail,main,bg #3,None,None,None,None,2.0980808276711893,5893
5893,None,None,super happy,light grey,little eyes,zombie, red mario coat,inverted tail,main,bg #11,None,None,None,None,1.555194311153664,5894
5894,None,None,gum,super messy,luminous eyes,white,red hood dress,thief striped tail,main,bg #8,None,None,None,None,1.2177590858206984,5895
5895,None,None,big gum,soft dark,chasis eyes,zombie,jacket with bow tie,double tail,main,bg #8,None,None,None,None,1.9660241885464926,5896
5896,None,None,tongue out,soft dark,dark eyes,yellow,astro suit,pinky messy tail,main,bg #2,None,None,None,None,1.342477837977959,5897
5897,None,None,O shaped mouth,messy,chasis eyes,white,classic pyjamas,stripped tail,main,bg #3,None,None,None,None,1.2984315742446038,5898
5898,None,None,sad mouth,super messy,golden eyes,black,body hug,sandy tail,main,bg #5,None,None,None,None,1.7605476346872133,5899
5899,None,None,indecisive,super messy,dark eyes,black,robotic t-shirt,stripped tail,main,bg #3,None,None,None,None,1.8193591920886216,5900
5900,None,None,robot mouth,super messy,angry thunder eyes,white,single striped,inverted tail,main,bg rainy,None,None,None,None,0.6161716126681779,5901
5901,None,None,cross shaped mouth,messy,angry thunder eyes,white,green mario coat,robot tail,main,bg #11,None,None,None,None,0.5868137639665362,5902
5902,None,None,smoking,super messy,slight thunder eyes,white,realistic singlet,pointed and messy tail,main,bg #6,None,None,None,None,0.8582006604293319,5903
5903,None,None,sad mouth,light grey,crying eyes,yellow,nurse coat,pointed and messy tail,main,bg #1,None,None,None,None,1.1737359926769326,5904
5904,None,None,cute sad mouth,realistic,mixed eyeballs,zombie, red mario coat,robot tail,main,bg #8,None,None,None,None,2.3034362522986207,5905
5905,None,None,vampire,messy,sneaky peeky eyes,black,green mario coat,devil tail,main,bg #3,None,None,None,None,1.9660642143533327,5906
5906,None,None,indecisive,realistic,tired eyes,yellow,green striped singlet,cactus green stripped tail,main,bg #5,None,None,None,None,1.7898896953136154,5907
5907,None,None,dot,light grey,luminous eyes,yellow,messy,inverted tail,main,bg #2,None,None,None,None,0.9610268913473186,5908
5908,None,None,smoking,light grey,little eyes,zombie,classic pyjamas,multi stripped tail,main,bg,None,None,None,None,1.70918244899021,5909
5909,None,None,smoking,messy,devil eyes,zombie,'sad' text shirt,inverted tail,main,bg #3,None,None,None,None,1.7312803576881277,5910
5910,None,None,classic mouth,light grey,luminous eyes,yellow,viking jacket,devil tail,main,bg rainy,None,None,None,None,0.5428359577408745,5911
5911,None,None,super happy,realistic,sneaky peeky eyes,fair,robot,double tail,main,bg,None,None,None,None,2.2080806240205626,5912
5912,None,None,classic mouth,messy,chasis eyes,yellow,viking jacket,cactus green stripped tail,main,bg,None,None,None,None,0.858235415009818,5913
5913,None,None,smoking,realistic,slight thunder eyes,zombie,golden stripped,golden tail,main,bg #4,None,None,None,None,1.8705990540313553,5914
5914,None,None,O shaped mouth,super messy,soft eyes,white,'sad' text shirt,stripped tail,main,bg #1,None,None,None,None,0.9463363670032124,5915
5915,None,None,gum,messy,angry thunder eyes,black,pink long sleeve,thief striped tail,main,bg #7,None,None,None,None,2.23006898787265,5916
5916,None,None,big gum,light grey,crying eyes,fair,styled body hug,inverted tail,main,bg #5,None,None,None,None,1.4598544855703122,5917
5917,None,None,flat mouth,super messy,slight thunder eyes,yellow,black coat,double tail,main,bg #5,None,None,None,None,0.9390005980408244,5918
5918,None,None,L shaped mouth,soft dark,dark eyes,yellow,pink long sleeve,cowboy tail,main,bg #5,None,None,None,None,1.3791261730702125,5919
5919,None,None,zero shaped mouth,realistic,sneaky peeky eyes,fair,green mario coat,devil tail,main,bg rainy,None,None,None,None,1.577181632598297,5920
5920,None,None,bored,messy,little eyes,zombie,doctor coat,cowboy tail,main,bg #4,None,None,None,None,1.4965028295922935,5921
5921,None,None,tongue out,soft dark,slight thunder eyes,black,robotic suit,golden stripped tail,main,bg #1,None,None,None,None,2.596904211804005,5922
5922,None,None,zero shaped mouth,light grey,sneaky peeky eyes,zombie,jacket with bow tie,tail alive,main,bg #4,None,None,None,None,1.4231692771022824,5923
5923,None,None,dot,messy,chasis eyes,zombie,body hug,robot tail,main,bg #10,None,None,None,None,1.313128414909339,5924
5924,None,None,sneaky happy mouth,light grey,mixed eyeballs,zombie,red hood dress,robot tail,main,bg #2,None,None,None,None,1.6945424891124927,5925
5925,None,None,O shaped mouth,light grey,luminous eyes,fair, red mario coat,golden stripped tail,main,bg rainy,None,None,None,None,1.6065236863495986,5926
5926,None,None,bored,super messy,golden eyes,zombie,messy,thief striped tail,main,bg,None,None,None,None,1.2691000533050643,5927
5927,None,None,weird mouth,soft dark,golden eyes,zombie,realistic singlet,sandy tail,main,bg #6,None,None,None,None,0.9389079071478581,5928
5928,None,None,sneaky happy mouth,realistic,soft eyes,zombie,messy,pinky messy tail,main,bg,None,None,None,None,2.054045096591548,5929
5929,None,None,big gum,super messy,slight thunder eyes,zombie,stylish pyjamas,pinky striped tail,main,bg #7,None,None,None,None,1.7532508296842726,5930
5930,None,None,dot,messy,tired eyes,white,styled body hug,cactus green stripped tail,main,bg #3,None,None,None,None,1.4158493136004455,5931
5931,None,None,bored,soft dark,luminous eyes,fair, king jacket,golden stripped tail,main,bg #4,None,None,None,None,1.988098930210907,5932
5932,None,None, tied mouth,super messy,angry thunder eyes,zombie,purple striped,sandy tail,main,bg #3,None,None,None,None,1.254392678880277,5933
5933,None,None,bored,realistic,mixed eyeballs,yellow,'hi' text shirt,robot tail,main,bg #5,None,None,None,None,1.54051433621639,5934
5934,None,None, tied mouth,soft dark,dark eyes,fair,squid game suit,pinky messy tail,main,bg #7,None,None,None,None,1.9367305784906867,5935
5935,None,None,zero shaped mouth,super messy,eyeball left,white,doctor coat,sandy tail,main,bg,None,None,None,None,0.704252562861044,5936
5936,None,None,classic mouth,realistic,dark eyes,zombie,styled body hug,realistic tail,main,bg,None,None,None,None,1.6432362889315,5937
5937,None,None,cute sad mouth,messy,angry thunder eyes,black,body hug,thief striped tail,main,bg #8,None,None,None,None,2.2081164327831004,5938
5938,None,None,big sad mouth,soft dark,golden eyes,zombie,styled body hug,golden tail,main,bg #5,None,None,None,None,1.327774693557433,5939
5939,None,None,tongue out,light grey,slight thunder eyes,zombie,brown singlet,double tail,main,bg #9,None,None,None,None,1.6138731615752349,5940
5940,None,None,robot mouth,soft dark,dark eyes,yellow,black coat,inverted tail,main,bg rainy,None,None,None,None,1.078415125617389,5941
5941,None,None,sad mouth,light grey,luminous eyes,white,styled body hug,cactus green stripped tail,main,bg #10,None,None,None,None,0.9242858599094328,5942
5942,None,None, tied mouth,light grey,luminous eyes,zombie,body hug,thief striped tail,main,bg #8,None,None,None,None,1.78265292740094,5943
5943,None,None,zero shaped mouth,realistic,luminous eyes,white,robot,devil tail,main,bg #5,None,None,None,None,1.3643735225536286,5944
5944,None,None,O shaped mouth,super messy,mixed eyeballs,black, red mario coat,golden tail,main,bg #10,None,None,None,None,1.9659746805538552,5945
5945,None,None,big dot,super messy,crying eyes,black,robotic t-shirt,inverted tail,main,bg #1,None,None,None,None,1.6431983702243764,5946
5946,None,None,vampire,soft dark,luminous eyes,zombie,golden stripped,sandy tail,main,bg #1,None,None,None,None,1.7019161797849218,5947
5947,None,None,big gum,realistic,luminous eyes,yellow,astro suit,pinky messy tail,main,bg #6,None,None,None,None,1.2323832481402786,5948
5948,None,None,vampire,realistic,tired eyes,zombie,robot,golden tail,main,bg,None,None,None,None,1.951306290871864,5949
5949,None,None,zero shaped mouth,soft dark,anime eyes,yellow,pink long sleeve,tail alive,main,bg #3,None,None,None,None,1.841258037155818,5950
5950,None,None,sad mouth,light grey,eyeball left,fair,single striped,inverted tail,main,bg #6,None,None,None,None,1.2764937547867734,5951
5951,None,None,L shaped mouth,realistic,crying eyes,black,mock neck,inverted tail,main,bg rainy,None,None,None,None,2.0833534421210254,5952
5952,None,None,O shaped mouth,realistic,crying eyes,white, red mario coat,realistic tail,main,bg #10,None,None,None,None,1.5257922312174286,5953
5953,None,None,cute sad mouth,super messy,anime eyes,yellow,pink long sleeve,multi stripped tail,main,bg #11,None,None,None,None,1.0270594109637787,5954
5954,None,None,super flat mouth,soft dark,luminous eyes,white,brown singlet,golden tail,main,bg #6,None,None,None,None,1.0856645426873683,5955
5955,None,None,bored,super messy,mixed eyeballs,black,chest plate,realistic tail,main,bg #10,None,None,None,None,1.9733536396077687,5956
5956,None,None,zero shaped mouth,messy,chasis eyes,yellow,squid game suit,pinky striped tail,main,bg #6,None,None,None,None,0.4841265667802022,5957
5957,None,None,cross shaped mouth,realistic,devil eyes,white,robotic t-shirt,robot tail,main,bg #8,None,None,None,None,1.2837421152249529,5958
5958,None,None,tongue out,soft dark,devil eyes,black,green mario coat,suoer pointed tail],main,bg #10,None,None,None,None,1.7018982741787787,5959
5959,None,None,weird mouth,messy,dark eyes,fair,'pro' text  long sleeve,golden tail,main,bg,None,None,None,None,1.2031307134109401,5960
5960,None,None,big sad mouth,messy,luminous eyes,yellow,single striped,pinky messy tail,main,bg #10,None,None,None,None,0.8583091546491972,5961
5961,None,None,super flat mouth,light grey,dark eyes,zombie,ash striped,robot tail,main,bg #2,None,None,None,None,1.2324127278593004,5962
5962,None,None,smoking,light grey,golden eyes,black,doctor coat,devil tail,main,bg #10,None,None,None,None,1.3937893067775091,5963
5963,None,None,big sad mouth,messy,sneaky peeky eyes,yellow,green striped singlet,pointed and messy tail,main,bg #5,None,None,None,None,1.063688803653149,5964
5964,None,None, tied mouth,super messy,mixed eyeballs,white,realistic singlet,multi stripped tail,main,bg #10,None,None,None,None,0.6528052099950603,5965
5965,None,None,super flat mouth,messy,eyeball left,black,squid game suit,tail alive,main,bg #1,None,None,None,None,1.6065637106549802,5966
5966,None,None,L shaped mouth,realistic,tired eyes,black,body hug,cactus green stripped tail,main,bg,None,None,None,None,2.4867896022273164,5967
