,Background,Revamped,Clothes,Tattoo,Shape,Mask,Item,Hair,Base,Aura,Hat,Experience,Level,Rarity score,Token Id
6709,Light Blue,True,Shirt - Pixel,Star,Circle Frame,Full Mask,Black Scythe,Yellow,Porcelain,No Aura Plain,Rice Hat - Shadow,None,None,57.25726787116214,6709
6710,Japanese Motif - Blue,False,Shirt - Painted Tee,None,Circle Frame,Sevens Japanese Mask,Dark Chef Knife,Orange-Red,Beige,Night,Bucket Hat Black,0.0,1.0,65.00483006961962,6710
6711,Japanese Motif - Pink,True,Lab Coat,None,Square Frame,Hype Red Mask,None,Orange-Red,Porcelain,None,Rice Hat - White,None,None,23.56780070375017,6711
6712,Painted Brush,True,Hoodie - Emoticon,Seven,Minimal Frame,Hype Black Mask,Maple Branch,White,Porcelain,Night,Rice Hat - Sunflower,None,None,49.1820625482106,6712
6713,Light Blue,False,Shirt 7 - White,Seven,Square Frame,Fox Mask - Emoticon,Black Scythe,Red,Espresso,None,Rice Hat - Kintsugi,None,None,34.983868096671756,6713
6714,Japanese Motif - Pink,False,Hoodie - One Shoulder Fire,None,Circle Frame,Sevens Japanese Mask,Dark Katana,Red,Espresso,Night,Hat - Emoticon Black,None,None,22.700040775767423,6714
6715,Bananaz!,False,Bomber - Black,None,Circle Frame,Hype Black Mask,None,Red,Espresso,Light,Rice Hat - Package,0.0,1.0,57.62554260019499,6715
6716,Night Sky,True,Shirt - Taped Banana,None,Circle Frame,Game Helmet - Shiba Inu,Red Katana,Orange-Red,Espresso,None,None,None,None,28.401118143831138,6716
6717,Light Blue,False,Sweater - One Shoulder Red Demon,Flame,Square Frame,Beak Mask - Darkened,Yellow Katana,Orange-Red,Beige,Night,Rice Hat - Blue,None,None,36.92027592139514,6717
6718,Painted Brush,True,Kimono - Eth Checkered,Emoticon,Minimal Frame,Mecha Bird - Seagull,None,Orange-Red,Espresso,Night,None,None,None,30.7796998639979,6718
6719,Night Sky,True,Shirt - Painted Tee,None,Square Frame,Sevens Japanese Mask,Sakura Branch,White,Golden,Night,None,None,None,28.060732362298797,6719
6720,Painted Brush,False,Shirt 7 - Black,None,Square Frame,Red-eyed Owl,None,Yellow,Beige,None,Beanie - Painted,None,None,7.720809240966535,6720
6721,Bananaz!,False,Shirt 7 - Black,None,Square Frame,Painted Black Mask,None,Yellow,Porcelain,No Aura Plain,None,None,None,7.5632470836680215,6721
6722,Red,False,Hoodie - One Shoulder Lotus,None,Square Frame,Mascot - UwU cat,Maple Branch,White,Golden,Light,None,None,None,20.79365964838995,6722
6723,Red,False,Bomber - Black,None,Circle Frame,Red-eyed Owl,Red Scythe,Yellow,Golden,No Aura Plain,Beanie - Black,None,None,27.528131004639043,6723
6724,Bananaz!,False,Hoodie - One Shoulder Yin Yang,None,Square Frame,Hype Red Mask,Chef Knife,Orange-Red,Espresso,None,Rice Hat - Blue,0.0,1.0,65.96977199616829,6724
6725,Shooting Stars,None,Bomber - Black,Flame,Minimal Frame,Painted Black Mask,Chef Knife,Orange-Red,Golden,Night,Rice Hat - Shadow,None,None,51.59579217427691,6725
6726,Pixel - Day on an Island,True,Hoodie - Painted,None,Minimal Frame,Mascot - Joyful cat,None,Black,Golden,None,None,None,None,17.671692759839864,6726
6727,Red,False,Hoodie - Tongue,Star,Minimal Frame,Fox Mask - LED Scarred,None,White,Porcelain,Light,None,None,None,23.106459629570324,6727
6728,Japanese Motif - Pink,None,Shirt 7 - Black,Sakura Petal,Square Frame,Mecha Bird - Red-Eyed Crow,No Item,Orange-Red,Espresso,Night,No Hat,None,None,49.89781355276987,6728
6729,Japanese Motif - Pink,None,Hoodie - One Shoulder Lotus,No Tattoo,Square Frame,Lightning Mask,Black Scythe,Red,Espresso,Light,Bucket Hat Official,None,None,57.6683329732123,6729
6730,Light Blue,None,Sweater - Cherry Blossoms,Attached Diamonds,Square Frame,Mascot - UwU cat,Red Scythe,Yellow,Espresso,No Aura,No Hat,None,None,61.16945858124856,6730
6731,Japanese Motif - Pink,False,Shirt 7 - Black,None,Minimal Frame,Hype Red Mask,None,Red,Beige,None,Rice Hat - Kintsugi,0.0,1.0,51.242331955570855,6731
6732,Japanese Motif - Yellow,None,Shirt 7 - Black,No Tattoo,Square Frame,Petrified Skull,Chef Knife,Yellow,Golden,No Aura Plain,Bucket Hat Yellow,None,None,55.549150192503916,6732
6733,Pixel - Day on an Island,False,Hoodie - Painted,Sakura Petal,Square Frame,LED Japanese Mask,None,White,Beige,None,Beanie - Black,0.0,1.0,68.14972730755974,6733
6734,Bananaz!,None,Hoodie - One Shoulder Lotus,Seven,Square Frame,Hype Black Mask,No Item,Yellow,Golden,No Aura Plain,Rice Hat - Sunflower,None,None,56.74841680086084,6734
6735,Japanese Motif - Pink,True,Sweater - One Shoulder Blue Demon,None,Square Frame,Emoticon Owl,None,Orange-Red,Espresso,Night,Beanie - Aqua,None,None,23.817124393555776,6735
6736,Colorful Clouds,False,Shirt 7 - White,Black Flames,Minimal Frame,Fox Mask - LED Scarred,Red Katana,Black,Beige,Night,Bucket Hat Yellow,None,None,36.40187026814338,6736
6737,Light Blue,False,Sweater - Black and Orange,Crossed Out,Minimal Frame,Hype Red Mask,Chef Knife,Black,Beige,No Aura Plain,Bucket Hat White Kumo Motif,None,None,41.4839085730964,6737
6738,Painted Brush,True,Hoodie - Painted,Greek Letters,Square Frame,Akuma Half Mask - White,None,Yellow,Espresso,None,Bucket Hat Painted,None,None,38.43877570530217,6738
6739,Japanese Motif - Yellow,False,Hoodie - Tongue,Seven,Minimal Frame,Fox Mask - LED Scarred,Dark Chef Knife,Red,Golden,Light,Hat - Painted,0.0,1.0,85.42226298612626,6739
6740,Japanese Motif - Yellow,False,Kimono - Sunflower,None,Circle Frame,Mascot - UwU cat,Red Scythe,White,Porcelain,Night,None,None,None,15.136933947444767,6740
6741,Japanese Motif - Blue,None,Kimono - Blue Green,No Tattoo,Square Frame,Elder Skull,Red Scythe,Orange-Red,Beige,No Aura,Hat - Emoticon Black,None,None,61.43334902288975,6741
6742,Light Blue,True,Shirt - Sevens Block,Black Flames,Circle Frame,Motorcycle Helmet - Roughed,Dark Chef Knife,Yellow,Porcelain,No Aura Plain,None,0.0,1.0,91.65159058101274,6742
6743,Pixel - Day on an Island,True,Shirt - Japanese Black,None,Square Frame,Lion - Fire Mustache,Yellow Katana,Orange-Red,Porcelain,None,Hat - 7 Black,0.0,1.0,79.57843997194696,6743
6744,Painted Brush,True,Shirt - Sevens Block,None,Square Frame,Motorcycle Helmet - White,None,Red,Beige,None,None,0.0,1.0,58.51447424494734,6744
6745,Bananaz!,False,Shirt - Japanese Black,None,Square Frame,Fox Mask - Scarred,None,Red,Porcelain,No Aura Plain,Beanie - Gray,None,None,16.21432368119662,6745
6746,Japanese Motif - Blue,None,Hoodie - Fire Heart,Star,Circle Frame,Full Face Mask - Red Stop,No Item,Red,Espresso,Night,Beanie - Aqua,None,None,52.891312474807116,6746
6747,Colorful Clouds,True,Lab Coat,None,Minimal Frame,Sevens Japanese Mask,Banana,Red,Espresso,None,Beanie - Orange,None,None,36.279112523545756,6747
6748,Light Blue,False,Hoodie - Sunflowers,None,Minimal Frame,Red-eyed Owl,Metal Pipe,Orange-Red,Espresso,Night,Beanie - Painted,0.0,1.0,65.22843979714743,6748
6749,Night Sky,False,Shirt - Pixel,None,Minimal Frame,Scarred Skull,Dark Chef Knife,White,Beige,Night,Bucket Hat Black,0.0,1.0,65.14202894091447,6749
6750,Japanese Motif - Blue,True,Shirt 7 - White,Greek Letters,Minimal Frame,Red-eyed Owl,Red Monkey Staff,Orange-Red,Beige,Night,Beanie - Aqua,None,None,49.63933699301407,6750
6751,Night Sky,False,Hoodie - One Shoulder Fire,None,Square Frame,Full Face Mask - ???,None,Red,Porcelain,Night,Bucket Hat Red SH777SH,0.0,1.0,53.651636776519496,6751
6752,Colorful Clouds,False,Sweater - Cherry Blossoms,Crossed Out,Square Frame,Full Face Mask - Red Stop,Black Scythe,White,Porcelain,Night,Beanie - Aqua,0.0,1.0,80.25971912306159,6752
6753,Red,True,Bomber - Black,None,Square Frame,Painted Owl mask,Yellow Katana,Orange-Red,Beige,No Aura Plain,Hat - Emoticon Black,None,None,40.741070424578005,6753
6754,Japanese Motif - Yellow,False,Shirt - Pixel,None,Circle Frame,Mascot - UwU cat,Yellow Katana,Yellow,Beige,Night,None,0.0,1.0,57.60530344121594,6754
6755,Night Sky,False,Sweater - Cherry Blossoms,Attached Diamonds,Square Frame,Petrified Skull,Gold Pipe,White,Beige,None,None,None,None,30.770516367712936,6755
6756,Pixel - Piano in a Sea,None,Shirt - Sevens Block,Flame,Circle Frame,Full Face Mask - X,No Item,Orange-Red,Porcelain,Light,Bucket Hat Akuma,None,None,57.698629894068574,6756
6757,Japanese Motif - Pink,True,Shirt 7 - Black,Greek Letters,Minimal Frame,Mascot - Shiba Inu,None,White,Espresso,No Aura Plain,None,None,None,35.938296093942014,6757
6758,Painted Brush,False,Sweater - Black and Orange,None,Circle Frame,Kaiju Mecha Mask - White,None,White,Beige,None,Hat - 7 Black,None,None,10.394471571906967,6758
6759,Japanese Motif - Yellow,None,Shirt - Sevens Block,No Tattoo,Square Frame,Painted Black Mask,Red Space Fork,White,Porcelain,Night,No Hat,None,None,50.95470130628813,6759
6760,Night Sky,None,Hoodie - Fire Heart,No Tattoo,Circle Frame,Hype Red Mask,No Item,White,Espresso,Night,Rice Hat - Package,None,None,49.95808710181998,6760
6761,Colorful Clouds,False,Hoodie - Emoticon,Emoticon,Circle Frame,Hype Black Mask,Metal Pipe,Red,Beige,Night,Bucket Hat Red SH777SH,None,None,38.33821776726147,6761
6762,Bananaz!,False,Shirt - Pixel,Crossed Out,Square Frame,Lightning Mask,Dark Chef Knife,Black,Espresso,None,Rice Hat - Package,None,None,36.80843068943989,6762
6763,Bananaz!,None,Shirt 7 - White,Seven,Minimal Frame,Petrified Demon Mask,No Item,Orange-Red,Porcelain,No Aura Plain,Beanie - Orange,None,None,55.894573652856195,6763
6764,Painted Brush,None,Shirt - Taped Banana,Constellation,Square Frame,Beak Mask - Darkened,No Item,Yellow,Golden,No Aura,Bucket Hat White Kumo Motif,None,None,61.15906743722464,6764
6765,Japanese Motif - Pink,False,Sweater - Black and Orange,Emoticon,Minimal Frame,Motorcycle Helmet - Black,None,Yellow,Beige,Night,None,0.0,1.0,59.9989181607785,6765
6766,Japanese Motif - Yellow,True,Sweater - One Shoulder Blue Demon,None,Square Frame,Sevens Japanese Mask,Banana,White,Beige,None,Rice Hat - Gold,None,None,35.78089804730047,6766
6767,Painted Brush,False,Sweater - Space,Kanji,Square Frame,Full Mask,Dark Chef Knife,Black,Porcelain,None,Bucket Hat Painted,0.0,1.0,81.32133668092206,6767
6768,Night Sky,False,Hoodie - Emoticon,Seven,Minimal Frame,Hype Black Mask,Red Monkey Staff,Black,Golden,Night,Rice Hat - Sunflower,None,None,35.72070865446398,6768
6769,Red,False,Shirt - Sevens Block,Star,Square Frame,Petrified Skull,Black Scythe,Black,Porcelain,None,Hat - Emoticon Black,None,None,36.696706080289204,6769
6770,Pixel - Day on an Island,False,Sweater - Cherry Blossoms,None,Circle Frame,Full Face Mask - Double Line,None,Red,Beige,None,Rice Hat - Shadow,None,None,11.233148900142941,6770
6771,Night Sky,False,Kimono - Sunflower,None,Minimal Frame,Sevens Japanese Mask,None,White,Beige,Night,Beanie - Black,None,None,8.392011110458268,6771
6772,Red,False,Hoodie - Kintsugi 7,Crossed Out,Square Frame,Painted Black Mask,None,Orange-Red,Porcelain,Night,Rice Hat - Package,0.0,1.0,66.33619475558474,6772
6773,Night Sky,False,Bomber - Black,None,Circle Frame,Fox Mask - Kintsugi,None,Red,Golden,Night,Bucket Hat Painted,None,None,9.398479793854422,6773
6774,Colorful Clouds,False,Hoodie - One Shoulder Yin Yang,Flame,Circle Frame,Petrified Skull,None,Orange-Red,Beige,Night,Hat - Emoticon White,None,None,25.195414491630807,6774
6775,Colorful Clouds,None,Hoodie - Tongue,No Tattoo,Minimal Frame,Beak Mask - Darkened,No Item,Red,Golden,No Aura,Bucket Hat Black,None,None,60.28919413485886,6775
6776,Painted Brush,None,Shirt 7 - White,No Tattoo,Minimal Frame,Petrified Demon Mask,No Item,Red,Espresso,Night,Hat - 7 White,None,None,48.67264275866147,6776
6777,Night Sky,False,Hoodie - Sunflowers,None,Minimal Frame,Motorcycle Helmet - White,Yellow Katana,Orange-Red,Golden,None,None,0.0,1.0,58.22987481246839,6777
6778,Japanese Motif - Pink,None,Hoodie - Kintsugi 7,Sakura Petal,Circle Frame,Fox Mask - Scarred,No Item,Orange-Red,Beige,Night,Beanie - Yellow,None,None,52.555813983315204,6778
6779,Light Blue,False,Lab Coat,Crossed Out,Square Frame,Full Face Mask - X,Chef Knife,Red,Espresso,No Aura Plain,Beanie - Gray,None,None,42.185311397730786,6779
6780,Shooting Stars,False,Hoodie - One Shoulder Yin Yang,None,Circle Frame,LED Japanese Mask,Yellow Katana,Red,Espresso,None,Beanie - Black,None,None,22.37451434098191,6780
6781,Shooting Stars,None,Hoodie - Painted,No Tattoo,Square Frame,Hype Black Mask,No Item,Yellow,Espresso,Night,Bucket Hat Black SH777SH,None,None,49.790515049058456,6781
6782,Red,False,Hoodie - Emoticon,Crossed Out,Square Frame,Lightning Mask,Metal Monkey Staff,Yellow,Porcelain,None,Bucket Hat Painted,0.0,1.0,78.56209211191236,6782
6783,Night Sky,False,Hoodie - Fire Heart,Emoticon,Square Frame,Lion - Fire Mustache,None,Orange-Red,Golden,Night,Bucket Hat Red Kumo Motif,0.0,1.0,67.36757708505446,6783
6784,Night Sky,None,Kimono - Sunflower,Seven,Minimal Frame,Full Mask,Maple Branch,Orange-Red,Beige,Night,Hat - 7 White,None,None,52.45454082876175,6784
6785,Light Blue,False,Hoodie - Painted,None,Minimal Frame,Full Face Mask - Red Stop,None,Red,Espresso,Night,Beanie - Orange,None,None,10.013748560489411,6785
6786,Night Sky,False,Sweater - One Shoulder Cherry Blossoms,Attached Diamonds,Square Frame,Sevens Japanese Mask,Metal Monkey Staff,Red,Espresso,Night,Hat - 7 White,None,None,36.39675563243393,6786
6787,Red,False,Monk,Flame,Circle Frame,Fox Mask - Kintsugi,Chef Knife,Red,Espresso,None,Straw Hat,0.0,1.0,80.25420080704137,6787
6788,Japanese Motif - Yellow,True,Hoodie - One Shoulder Fire,None,Circle Frame,Petrified Skull,None,Yellow,Porcelain,Light,Rice Hat - White,None,None,29.46882483148936,6788
6789,Bananaz!,False,Shirt - Painted Tee,Seven,Square Frame,Motorcycle Helmet - Roughed,Chef Knife,Yellow,Porcelain,None,None,None,None,28.890000311601487,6789
6790,Red,False,Shirt - Isekai Postal,None,Circle Frame,Lightning Mask,Banana,Red,Beige,No Aura Plain,Bucket Hat Akuma,None,None,28.70227630496922,6790
6791,Japanese Motif - Pink,False,Sweater - Cherry Blossoms,None,Minimal Frame,Motorcycle Helmet - Black,Sakura Branch,Black,Golden,No Aura Plain,None,0.0,1.0,64.89234879675047,6791
6792,Japanese Motif - Blue,False,Kimono - Eth Checkered,None,Square Frame,Mascot - UwU cat,Red Scythe,Yellow,Beige,Light,None,None,None,21.256165594320116,6792
6793,Painted Brush,None,Hoodie - Fire Heart,No Tattoo,Square Frame,Painted Black Mask,No Item,Red,Golden,Night,Bucket Hat White,None,None,49.92791001193657,6793
6794,Japanese Motif - Yellow,False,Shirt - Taped Banana,None,Square Frame,Game Helmet - Shiba Inu,Red Scythe,Yellow,Golden,Night,None,None,None,16.056725187676427,6794
6795,Japanese Motif - Blue,False,Sweater - One Shoulder Blue Demon,Seven,Square Frame,Kaiju Mecha Mask - 07,Metal Pipe,Yellow,Porcelain,None,Rice Hat - Sunflower,None,None,36.53403584492766,6795
6796,Night Sky,False,Shirt - Japanese Black,Seven,Square Frame,Mascot - Joyful cat,Red Space Fork,Yellow,Espresso,Night,None,None,None,29.266045271631846,6796
6797,Japanese Motif - Blue,False,Sweater - Space,None,Circle Frame,Painted Black Mask,Sakura Branch,White,Porcelain,Light,Bucket Hat Painted,0.0,1.0,72.19515321105983,6797
6798,Colorful Clouds,True,Shirt - Taped Banana,None,Minimal Frame,Fox Mask - Kintsugi,None,Yellow,Beige,Night,Rice Hat - Kintsugi,None,None,25.33660016076724,6798
6799,Light Blue,False,Sweater - Kintsugi,Emoticon,Square Frame,Full Face Mask - X,Red Katana,Red,Golden,None,Beanie - Black,0.0,1.0,79.41067981356314,6799
6800,Japanese Motif - Pink,False,Shirt 7 - Black,None,Minimal Frame,Hype Black Mask,None,Red,Espresso,Light,Rice Hat - Shadow,0.0,1.0,56.593953349649794,6800
6801,Night Sky,True,Shirt 7 - White,None,Square Frame,Sevens Japanese Mask,Yellow Katana,Orange-Red,Golden,None,Hat - 7 Black,0.0,1.0,75.64534277864682,6801
6802,Night Sky,True,Hoodie - Emoticon,None,Square Frame,Red-eyed Owl,Metal Monkey Staff,Black,Porcelain,None,Hat - 7 Wave,None,None,35.912921330690146,6802
6803,Painted Brush,False,Shirt 7 - White,None,Square Frame,Fox Mask - Kintsugi,None,White,Porcelain,None,None,None,None,1.4024658527216012,6803
6804,Japanese Motif - Yellow,None,Shirt - Isekai Postal,Seven,Minimal Frame,Kaiju Mecha Mask - White,Sakura Branch,Red,Golden,Night,Bucket Hat Red SH777SH,None,None,52.97319844371186,6804
6805,Pixel - Piano in a Sea,True,Sweater - Kintsugi,Attached Diamonds,Circle Frame,Fox Mask - Kintsugi,None,Red,Beige,None,Beanie - Black,0.0,1.0,81.82440076053945,6805
6806,Red,False,Hoodie - Emoticon,None,Circle Frame,Sevens Japanese Mask,None,Black,Golden,Light,Beanie - Gray,None,None,14.582983145704839,6806
6807,Japanese Motif - Pink,None,Hoodie - Emoticon,Attached Diamonds,Circle Frame,Beak Mask - Darkened,No Item,Yellow,Golden,Night,Bucket Hat Red Kumo Motif,None,None,52.67274471419285,6807
6808,Pixel - Day on an Island,False,Sweater - Cherry Blossoms,None,Minimal Frame,Hype Red Mask,None,White,Espresso,None,Bucket Hat Official,None,None,10.668951415750094,6808
6809,Pixel - Piano in a Sea,True,Sweater - One Shoulder Red Demon,Seven,Circle Frame,Hype Red Mask,Metal Monkey Staff,Red,Golden,None,Bucket Hat Black,None,None,49.34473783155451,6809
6810,Pixel - Day on an Island,False,Shirt - Isekai Postal,Kanji,Minimal Frame,Lightning Mask,Yellow Katana,White,Porcelain,None,Rice Hat - Shadow,None,None,38.48554995780143,6810
6811,Painted Brush,False,Sweater - One Shoulder Red Demon,Seven,Minimal Frame,Mascot - UwU cat,None,White,Golden,Light,None,None,None,21.042711736219378,6811
6812,Japanese Motif - Pink,True,Sweater - Kintsugi,Sakura Petal,Square Frame,Painted Black Mask,Red Monkey Staff,Yellow,Beige,Night,Rice Hat - Shadow,0.0,1.0,93.57777347148584,6812
6813,Japanese Motif - Yellow,True,Shirt - Japanese Black,Emoticon,Minimal Frame,Painted Black Mask,None,White,Espresso,None,Bucket Hat Red SH777SH,0.0,1.0,80.13752498578826,6813
6814,Shooting Stars,True,Hoodie - One Shoulder Yin Yang,None,Circle Frame,Elder Skull,None,White,Porcelain,None,Rice Hat - Gold,None,None,23.96419947062806,6814
6815,Painted Brush,None,Kimono - Blue Green,No Tattoo,Circle Frame,Hype Red Mask,Metal Monkey Staff,Orange-Red,Porcelain,Night,Rice Hat - Package,None,None,50.97020928218286,6815
6816,Red,None,Hoodie - One Shoulder Yin Yang,No Tattoo,Minimal Frame,Golden Chain Skull,Gold Katana,Yellow,Espresso,No Aura Plain,Hat - Emoticon White,None,None,59.59426826584849,6816
6817,Colorful Clouds,True,Hoodie - Tongue,None,Square Frame,Painted Lion Mask,Sakura Branch,Orange-Red,Porcelain,Night,Hat - 7 Black,None,None,38.00192267356991,6817
6818,Red,True,Sweater - Cherry Blossoms,None,Circle Frame,Scarred Skull,Sakura Branch,Red,Beige,None,Bucket Hat White Kumo Motif,0.0,1.0,78.18119613539317,6818
6819,Painted Brush,False,Kimono - Blue Green,None,Circle Frame,Mascot - UwU cat,Red Katana,Yellow,Golden,Light,None,0.0,1.0,62.910429495398866,6819
6820,Japanese Motif - Pink,False,Hoodie - Tongue,Crossed Out,Circle Frame,Mascot - UwU cat,Dark Katana,Black,Beige,Light,None,0.0,1.0,77.14952841879177,6820
6821,Pixel - Day on an Island,False,Shirt 7 - Black,Crossed Out,Circle Frame,Beak Mask - Metal,None,White,Espresso,None,Bucket Hat Akuma,None,None,22.293031420823688,6821
6822,Japanese Motif - Pink,False,Bomber - Black,Emoticon,Minimal Frame,Full Face Mask - ???,None,Black,Espresso,None,Rice Hat - Package,None,None,24.122933064452447,6822
6823,Japanese Motif - Blue,False,Hoodie - Painted,Sakura Petal,Circle Frame,Sevens Japanese Mask,Red Monkey Staff,Yellow,Golden,Night,Hat - 7 Wave,0.0,1.0,79.26879542252873,6823
6824,Night Sky,False,Hoodie - One Shoulder Fire,None,Minimal Frame,LED Japanese Mask,Red Space Fork,Yellow,Porcelain,None,Beanie - Yellow,0.0,1.0,66.30009778163998,6824
6825,Red,True,Bomber - Black,Kanji,Minimal Frame,Hype Red Mask,Dark Katana,Yellow,Espresso,No Aura Plain,Bucket Hat Black SH777SH,0.0,1.0,99.36992199788192,6825
6826,Light Blue,None,Sweater - One Shoulder Cherry Blossoms,Heart 7,Minimal Frame,Hype Black Mask,Chef Knife,White,Golden,No Aura Plain,Bucket Hat White Kumo Motif,None,None,59.132211162102585,6826
6827,Red,False,Kimono - Blue Green,Star,Minimal Frame,Akuma Half Mask - Black,None,Orange-Red,Porcelain,None,Bucket Hat Black,None,None,24.493933865110627,6827
6828,Bananaz!,False,Hoodie - Fire Heart,None,Minimal Frame,Kaiju Mecha Mask - White,None,Red,Golden,Light,Hat - 7 Black,None,None,16.392401696728783,6828
6829,Painted Brush,False,Kimono - Sunflower,None,Minimal Frame,Lightning Mask,None,Yellow,Espresso,Light,Bucket Hat Yellow,0.0,1.0,57.991399744578196,6829
6830,Sakura Tree,True,Sweater - One Shoulder Cherry Blossoms,Star,Minimal Frame,Kaiju Mecha Mask - Black,None,Black,Beige,None,Bucket Hat Black SH777SH,None,None,41.640452661688734,6830
6831,Bananaz!,False,Sweater - Space,Constellation,Circle Frame,Fox Mask - LED Scarred,None,White,Espresso,Light,Beanie - Yellow,0.0,1.0,73.90760995352181,6831
6832,Painted Brush,False,Bomber - Black,Sakura Petal,Minimal Frame,Petrified Skull,None,Yellow,Porcelain,None,Hat - Painted,None,None,22.694660321912778,6832
6833,Light Blue,None,Bomber - White and Blue,No Tattoo,Minimal Frame,Mascot - Shiba Inu,Sakura Branch,Black,Beige,Night,No Hat,None,None,50.832524554219184,6833
6834,Red,True,Hoodie - Emoticon,None,Minimal Frame,Hype Red Mask,Red Monkey Staff,Black,Golden,Night,Bucket Hat Painted,None,None,35.81130101181883,6834
6835,Night Sky,False,Shirt - Isekai Postal,Emoticon,Square Frame,Lightning Mask,None,White,Beige,Night,Rice Hat - Gold,0.0,1.0,67.22031381786023,6835
6836,Light Blue,False,Hoodie - Fire Heart,None,Square Frame,Motorcycle Helmet - Black,None,Red,Espresso,Light,None,None,None,7.934309592431626,6836
6837,Shooting Stars,None,Sweater - One Shoulder Cherry Blossoms,No Tattoo,Circle Frame,Fox Mask - Emoticon,Red Monkey Staff,Orange-Red,Porcelain,Night,Bucket Hat Yellow,None,None,51.651155914273886,6837
6838,Colorful Clouds,False,Hoodie - Painted,None,Square Frame,Hype Red Mask,None,Black,Porcelain,None,Rice Hat - Shadow,None,None,10.64336094567203,6838
6839,Pixel - Piano in a Sea,False,Hoodie - Emoticon,None,Square Frame,Motorcycle Helmet - White,None,Red,Golden,None,None,None,None,3.989597488442837,6839
6840,Shooting Stars,False,Hoodie - One Shoulder Yin Yang,None,Square Frame,Sevens Japanese Mask,None,Yellow,Porcelain,Night,Bucket Hat Yellow,0.0,1.0,51.58325433654474,6840
6841,Shooting Stars,False,Sweater - Kintsugi,Emoticon,Square Frame,Motorcycle Helmet - White,Red Monkey Staff,Red,Beige,Night,None,0.0,1.0,72.97769330993043,6841
6842,Japanese Motif - Blue,False,Shirt - Pixel,None,Circle Frame,Akuma Half Mask - White,Yellow Katana,Black,Espresso,None,Bucket Hat White,0.0,1.0,65.64449179092257,6842
6843,Painted Brush,False,Kimono - Sunflower,None,Minimal Frame,Akuma Half Mask - White,None,Black,Porcelain,None,Rice Hat - Shadow,0.0,1.0,52.73137283696825,6843
6844,Pixel - Piano in a Sea,False,Lab Coat,None,Circle Frame,Sevens Japanese Mask,None,Yellow,Beige,None,Bucket Hat Painted,None,None,9.606678903040995,6844
6845,Red,True,Hoodie - Tongue,None,Circle Frame,Sevens Japanese Mask,None,Orange-Red,Beige,Night,Hat - 7 Black,0.0,1.0,64.71527875650193,6845
6846,Painted Brush,True,Kimono - Blue Green,Flame,Square Frame,Fox Mask - Emoticon,Sakura Branch,Black,Espresso,Night,Beanie - Aqua,0.0,1.0,93.50145749341213,6846
6847,Pixel - Piano in a Sea,None,Hoodie - Tongue,No Tattoo,Circle Frame,Mascot - Joyful cat,No Item,Orange-Red,Golden,No Aura,No Hat,None,None,59.79059758086206,6847
6848,Japanese Motif - Blue,False,Shirt 7 - White,None,Minimal Frame,Petrified Demon Mask,None,Black,Golden,Night,Beanie - Painted,0.0,1.0,51.674871306657074,6848
6849,Night Sky,False,Hoodie - One Shoulder Fire,None,Minimal Frame,Full Face Mask - Double Line,Gold Chef Knife,White,Golden,None,Beanie - Aqua,0.0,1.0,66.86425092063908,6849
6850,Japanese Motif - Blue,False,Sweater - Cherry Blossoms,None,Minimal Frame,Kaiju Mecha Mask - White,Yellow Katana,White,Beige,No Aura Plain,Bucket Hat White Kumo Motif,0.0,1.0,71.82408197634183,6850
6851,Painted Brush,None,Shirt - Pixel,No Tattoo,Square Frame,Lightning Mask,No Item,Orange-Red,Espresso,Night,Rice Hat - Sunflower,None,None,49.729716414401025,6851
6852,Night Sky,True,Hoodie - Tongue,None,Minimal Frame,Petrified Skull,None,Orange-Red,Beige,None,None,None,None,15.455595345125777,6852
6853,Painted Brush,False,Hoodie - Sunflowers,Crossed Out,Square Frame,Motorcycle Helmet - Roughed,None,White,Espresso,None,None,None,None,15.375274500437836,6853
6854,Pixel - Piano in a Sea,None,Bomber - Golden,Crossed Out,Square Frame,Petrified Skull,No Item,Red,Golden,Light,Bucket Hat Black,None,None,56.92128864144619,6854
6855,Pixel - Piano in a Sea,True,Hoodie - Kintsugi 7,None,Square Frame,Lightning Mask,None,Black,Golden,Light,Bucket Hat Akuma,None,None,29.971656436603215,6855
6856,Light Blue,False,Hoodie - Fire Heart,Flame,Circle Frame,Petrified Demon Mask,None,Black,Espresso,None,None,None,None,16.8496462835417,6856
6857,Bananaz!,False,Shirt 7 - White,None,Circle Frame,Akuma Half Mask - White,Maple Branch,White,Golden,Night,Bucket Hat White Kumo Motif,None,None,21.978201249874058,6857
6858,Japanese Motif - Pink,True,Bomber - Black,3 Sevens,Circle Frame,Hype Black Mask,Gold Chef Knife,White,Golden,No Aura Plain,Bucket Hat Red SH777SH,None,None,57.78068575353748,6858
6859,Japanese Motif - Blue,False,Hoodie - Painted,None,Minimal Frame,Mascot - Shiba Inu,None,Yellow,Espresso,No Aura Plain,None,0.0,1.0,52.09077871537896,6859
6860,Light Blue,True,Shirt - Sevens Block,Black Flames,Minimal Frame,Beak Mask - Metal,None,Yellow,Beige,Light,None,None,None,35.13517556292939,6860
6861,Japanese Motif - Pink,False,Hoodie - Sunflowers,None,Circle Frame,Elder Skull,None,Yellow,Golden,Night,Bucket Hat Yellow,None,None,10.262659689896777,6861
