,Hat Color,Glasses Frame Color,Overall Color,Shirt Color,Boot Color,Pupil Color,Hair Color,Hat,Facial Hair,Glasses,Held Item,Hair Style,Outfit,Gender,Class,Zipper Color,Helmet Glass Color,Glove Color,Suit Color,Pant Color,Shoe Color,Belt Buckle Color,Bandana Color,Belt Color,Tie Color,Life Buoy Color,Robe Color,Lifejacket Color,Miscellaneous,Jumpsuit Color,Foot Color,Vest Color,Apron Color,Special,Shirt Collar Color,Undershirt Color,String Color,Jacket Color,Spatula Color,Dress Color,Frame Color,Pants Color,Lab Coat Color,Fuel Rod Color,Gloves and Boots Color,Fish 1 Color,Skirt Color,Gloves and Foot Color,Horn Color,Hoof Color,Coat Color,Breed,Overalls Color,Shirt Accent Color,Badge Accent 1 Color,Suspender Color,Wool Color,Eye Patch Color,Feather Color,Comb and Wattle Color,Water Tank Color,Track Color,Body Color,Shirt and Pant Color,Sleeve Color,Wheel Color,Skin Color,Rarity score,Token Id
7932,Screamin' Green,None,None,Terracotta,None,Blue,Westar,Hard Hat,None,VR,None,Cornrows,Tank Top,Male,Trucker,None,None,None,None,Paradiso,Dark Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.223221269408164,7932
7933,None,None,None,None,None,Deep Sea Green,None,None,None,None,None,None,None,None,Sheep,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Black,None,Ryeland,None,None,None,None,Brown/White,None,None,None,None,None,None,None,None,None,None,49.57293831878825,7933
7934,Orange,None,None,Saratoga,None,Blue,Nomad,Flat Cap,Comb Mustache,None,Chainsaw,Lob,Open Checkered Shirt and Utility Belt,Male,Builder,None,None,None,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Red,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.11920474612156,7934
7935,Scarlet,None,Blue Vogue,Dull Lavender,None,Millbrook,Black,Ivy Cap,Goatee Beard,None,Drill,Cornrows,Farmer Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,21.443677080852126,7935
7936,Screamin' Green,None,None,Portage,Black,Cement,Black,Hard Hat,None,None,None,Lob,Rancher Outfit,Female,Rancher,None,None,None,None,Merlin,None,None,Scarlet,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.87881653983752,7936
7937,None,None,None,None,None,Cement,Millbrook,None,None,None,None,Crew Cut,Miller Bartender,Female,Miller,None,None,None,None,Mirage,Dark Gray,None,None,Dark Brown,None,None,None,None,None,None,None,Pastel Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.40896802491363,7937
7938,None,None,White,Amethyst Smoke,None,Cement,Cumin,None,None,None,Flask,Ponytail,None,None,Farmer,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,Zombie,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.123573110560855,7938
7939,Orange,None,None,White,None,Deep Sea Green,Nomad,Stetson,Comb Mustache,None,Spyglass,Ponytail,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.94950211950667,7939
7940,Screamin' Green,Scarlet,None,Terracotta,Dark Brown,Millbrook,White,Sailor Hat,Horseshoe Mustache,90s,None,Bangs,Life Buoy,Male,Boat Captain,None,None,None,None,Shadow,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.86216408749996,7940
7941,Electric Violet,None,None,Amethyst Smoke,Black,Millbrook,Millbrook,Reverse Cap,English Mustache,None,None,Bob,Life Buoy,Male,Boat Captain,None,None,None,None,Emperor,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.75802088797007,7941
7942,Electric Violet,None,None,None,Dark Brown,Millbrook,Cumin,Straw Hat,Hungarian Mustache,None,Chainsaw,Pageboy,Safety Vest and Utility Belt,Male,Builder,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.061061122287725,7942
7943,None,None,Mirage,Armadillo,Dark Gray,Cement,Nomad,None,Chevron Mustache,None,Chainsaw,Bob,Pig Farmer,Male,Farmer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.601341547479127,7943
7944,Screamin' Green,None,None,Black,None,Deep Sea Green,Westar,Ball Cap,Bush Beard,None,Drill,Bob,Lumberjack Date Night,Male,Lumberjack,None,None,None,None,Twine,Black,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.502933753682317,7944
7945,None,Pelorous,None,White,None,Blue,Chicago,None,Hungarian Mustache,Oval Frame,None,Ponytail,Admiral Uniform Day Off,Male,Freight Captain,None,None,None,None,Blue,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.78032257518861,7945
7946,None,None,None,Armadillo,None,Millbrook,Millbrook,None,None,None,None,Ponytail,Disco Miller,Male,Miller,None,None,None,None,Elm,Medium Gray,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4.7495787448870015,7946
7947,Heliotrope,None,None,Sail,Dark Gray,Blue,Cod Gray,Hard Hat,Horseshoe Mustache,None,Shovel,Bob,Ranch Boss,Male,Rancher,None,None,None,None,Black,None,None,None,White,None,None,None,None,None,None,None,None,None,None,Scarlet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.04065262371418,7947
7948,None,None,None,None,None,Cement,Black,None,None,Eye Patch,None,Pageboy,Miller Bartender,Male,Miller,None,None,None,None,Paradiso,Dark Gray,None,None,Dark Brown,None,None,None,None,None,None,None,Gimblet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Heliotrope,None,None,None,None,None,None,None,None,None,40.100925530811956,7948
7949,White,None,None,White,None,Blue,Chicago,Ivy Cap,None,None,Hammer,80s,Tank Top Belly,Female,Trucker,None,None,None,None,Blue,Dark Gray,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.084534047030743,7949
7950,Screamin' Green,None,None,Saratoga,Black,Millbrook,Nomad,Ball Cap,Goatee Beard,None,Fork,Quiff,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Blue,None,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.849839631101894,7950
7951,Screamin' Green,None,None,White,None,Deep Sea Green,Mine Shaft,Ball Cap,Long Stache and Beard,None,Hoe,Mohawk,Lumberjack Date Night,Male,Lumberjack,None,None,None,None,White,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.8422781032215,7951
7952,Orange,Scarlet,None,Cream Can,None,Cement,Black,Hard Hat,None,Open Frame,Hammer,Ponytail,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.69103231307363,7952
7953,Orient,None,None,Saratoga,Light Brown,Cement,White,Ball Cap,Comb Mustache,None,Hammer,Curly,Life Buoy,Male,Boat Captain,None,None,None,None,Japanese Laurel,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.292096291498495,7953
7954,Scarlet,Heliotrope,None,White,Dark Gray,Cement,Mine Shaft,Ivy Cap,None,Luxury,None,Crew Cut,Life Jacket,Female,Boat Captain,None,None,None,None,Elm,None,None,None,None,None,None,None,Electric Violet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.897685959827676,7954
7955,Yellow,None,Yellow,Terracotta,Dark Brown,Deep Sea Green,Nomad,Ball Cap,Chevron Mustache,None,Drill,Ponytail,Overalls and Backpack,Male,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.831490488620645,7955
7956,Orient,None,None,Black,Black,Millbrook,Mine Shaft,Stetson,Chevron Mustache,None,Computer,Afro,Life Jacket Whistle,Male,Boat Captain,None,None,None,None,Regent Gray,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.25164082903056,7956
7957,Orange,None,Red,Black,Dark Gray,Blue,Nomad,Reverse Cap,Comb Mustache,None,None,Payot,Overalls and Backpack,Male,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28.85407323784089,7957
7958,Scarlet,None,None,Pastel Green,None,Deep Sea Green,Cod Gray,Ivy Cap,None,None,Drill,Pageboy,Tank Top Belly,Female,Trucker,None,None,None,None,Paradiso,Medium Brown,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28.492637076646176,7958
7959,Orient,None,None,Terracotta,None,Millbrook,Millbrook,Hard Hat,Bush Beard,None,Pickaxe,Long Fringe,Checkered Lumberjack Shirt,Male,Lumberjack,None,None,None,None,Cocoa Brown,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.842152187635076,7959
7960,None,None,None,None,None,Cement,None,None,None,None,None,None,None,None,Cranebot,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Orange,Medium Gray,Orient,None,None,None,None,46.08738064328243,7960
7961,Yellow,None,Red,Armadillo,Dark Gray,Deep Sea Green,Westar,Ball Cap,Goatee Beard,None,Shovel,Side-Swept,Overalls and Backpack,Male,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.4739583704771,7961
7962,Screamin' Green,None,None,Terracotta,Black,Deep Sea Green,Cumin,Fedora,Goatee Beard,None,Flask,Curly,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Japanese Laurel,None,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34.69205960639108,7962
7963,None,None,None,Pastel Green,None,Millbrook,White,None,None,None,None,Afro,Miller Dress,Female,Miller,None,None,None,None,None,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Regent Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,20.504876075925406,7963
7964,Orient,Pelorous,None,Lemon Ginger,None,Cement,Black,Fedora,Bush Beard,90s,Drill,Pageboy,Tank Top,Male,Trucker,None,None,None,None,Butterfly Bush,Light Gray,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.425803746335035,7964
7965,None,None,None,Hawaiian Tan,None,Blue,Mine Shaft,None,None,None,None,Mohawk,Miller Outfit,Male,Miller,None,None,None,None,Merlin,Dark Gray,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.9435478409714175,7965
7966,None,None,None,None,None,Cement,White,None,None,None,None,Lob,Robe,Male,Miller,None,None,None,None,Merlin,Light Brown,None,None,Dark Brown,None,None,Pastel Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.156508488393115,7966
7967,Electric Green,None,None,Bandicoot,None,Cement,Black,Ivy Cap,Comb Mustache,None,Steel,Long Fringe,Checkered Shirt,Male,Factory Worker,None,None,None,None,Regent Gray,Dark Brown,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.566258175626416,7967
7968,Electric Green,None,None,None,Dark Brown,Black,White,Straw Hat,None,None,None,Long Fringe,Safety Vest and Utility Belt,Female,Builder,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,Lemon Ginger,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36.64500684737473,7968
7969,Scarlet,None,Cocoa Brown,Black,White,Cement,Cumin,Flat Cap,Brush Mustache,None,None,Bald,Rancher Checkered Dungarees,Male,Rancher,None,None,None,None,None,None,Black,Scarlet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.777728805901184,7969
7970,Orient,Heliotrope,None,Cream Can,Dark Gray,Cement,Cod Gray,Straw Hat,Comb Mustache,Oval Frame,None,Quiff,Life Jacket Whistle,Male,Boat Captain,None,None,None,None,Butterfly Bush,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.515974558667835,7970
7971,None,Screamin' Green,None,White,None,Millbrook,Chicago,None,None,Oval Frame,None,Perm,Disco Miller,Female,Miller,None,None,None,None,Blue,Medium Brown,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.53757984464888,7971
7972,None,Pelorous,Japanese Laurel,Black,None,Millbrook,Mine Shaft,None,None,Luxury,None,Afro,Muddy Dungarees,Female,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.60991511027667,7972
7973,None,None,None,None,None,Blue,Millbrook,None,None,None,None,Afro,Miller Bartender,Female,Miller,None,None,None,None,Butterfly Bush,Dark Brown,None,None,Dark Brown,None,None,None,None,None,None,None,Hawaiian Tan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.07384930181773,7973
7974,Yellow,None,None,Torea Bay,None,Cement,Chicago,Ivy Cap,Long Stache and Beard,None,None,Cornrows,Miner Safety Overalls,Male,Miner,None,None,None,None,Elm,Medium Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.748414926704676,7974
7975,None,None,None,None,None,Millbrook,Chicago,None,None,None,None,Tonsure,Miller Bartender,Male,Miller,None,None,None,None,Indian Khaki,Medium Brown,None,None,White,None,None,None,None,None,None,None,Saratoga,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.88198113704301,7975
7976,None,None,None,None,None,Millbrook,Mine Shaft,None,None,None,None,Long Fringe,Lab Coat,Female,Chemical Engineer,None,None,Electric Green,None,Merlin,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Blue,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.51018949449628,7976
7977,Pelorous,None,None,Lemon Ginger,None,Black,Tacha,Ivy Cap,Hungarian Mustache,None,Flask,Quiff,Medallion ,Male,Trucker,None,None,None,None,Merlin,Dark Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.414729116946006,7977
7978,None,None,None,Tussock,None,Cement,Chicago,None,None,None,None,Quiff,Disco Miller,Male,Miller,None,None,None,None,Shadow,Medium Gray,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4.703106028282509,7978
7979,None,Electric Violet,None,None,None,Blue,None,None,None,Oval Frame,Hammer,Bald,Lab Coat,Female,Chemical Engineer,None,None,Red,None,Gray Olive,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Blue,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,64.3689538173522,7979
7980,None,None,White,Pastel Green,None,Cement,Nomad,None,None,None,Lasso,Bangs,Dairy Farmer,Female,Farmer,None,None,None,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19.465549830880963,7980
7981,Armadillo,None,None,Amethyst Smoke,Dark Brown,Millbrook,Black,Reverse Cap,Goatee Beard,None,None,Hightop,Checkered Rancher Outfit,Male,Rancher,None,None,None,None,Japanese Laurel,None,None,Scarlet,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.22043943095066,7981
7982,None,None,None,White,None,Cement,Black,None,Brush Mustache,None,None,Bangs,Admiral Uniform Day Off,Male,Freight Captain,None,None,None,None,Black,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Scarlet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16.374760522111988,7982
7983,Screamin' Green,None,None,Armadillo,Light Brown,Millbrook,Millbrook,Ball Cap,None,None,Hoe,Afro,Ranch Boss,Female,Rancher,None,None,None,None,Blue,None,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.735012976325905,7983
7984,Black,None,None,None,None,Millbrook,Cod Gray,Straw Hat,None,None,None,Long Fringe,Executive Chef Jacket ,Female,Chef,None,None,None,None,Black,Light Gray,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.673527423071526,7984
7985,None,None,Twine,Amethyst Smoke,None,Blue,Millbrook,None,Chevron Mustache,Eye Patch,Computer,None,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,Skeleton,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Electric Violet,None,None,None,None,None,None,None,None,None,58.935703777779224,7985
7986,Orange,None,None,None,Dark Brown,Millbrook,Millbrook,Ball Cap,Horseshoe Mustache,None,None,Pageboy,Safety Vest and Utility Belt,Male,Builder,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,Mandy's Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.884481991129192,7986
7987,Screamin' Green,None,None,White,None,Millbrook,Tango,Reverse Cap,None,None,None,Long & Tied Up,Mini Skirt,Female,Trucker,None,None,None,None,None,Medium Gray,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16.85540667348531,7987
7988,Pelorous,Heliotrope,None,Tussock,Dark Brown,Cement,Millbrook,Ball Cap,Handlebar Mustache,Luxury,Computer,Payot,Life Jacket,Male,Boat Captain,None,None,None,None,White,None,None,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,58.85801431727228,7988
7989,Armadillo,None,None,None,Medium Gray,Cement,Cumin,Ivy Cap,None,None,None,Pageboy,Rain Jacket ,Female,Boat Captain,None,None,None,None,Blue Vogue,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Electric Green,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.44154765701428,7989
7990,None,None,None,Lemon Ginger,None,Millbrook,Black,None,None,None,Shovel,Lob,Checkered Shirt,Female,Factory Worker,None,None,None,None,Butterfly Bush,Dark Gray,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.77280249217283,7990
7991,None,Pelorous,None,White,None,Millbrook,Nomad,None,Horseshoe Mustache,Luxury,None,Cornrows,Captain Uniform,Male,Freight Captain,None,None,None,None,White,Black,None,None,None,Orient,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.102045924736466,7991
7992,None,None,None,None,None,Cement,Black,None,None,None,None,Mop Top,Miller Bartender,Male,Miller,None,None,None,None,Butterfly Bush,Black,None,None,Dark Gray,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.259422671727428,7992
7993,None,None,None,None,None,Cement,Mine Shaft,None,Pencil Mustache,None,None,Lob,Weaver Outfit Formal,Male,Weaver,None,None,None,None,Japanese Laurel,Black,None,None,None,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.002391974847795,7993
7994,Orient,None,None,Hawaiian Tan,None,Millbrook,Westar,Ivy Cap,Goatee Beard,None,Shovel,Bob,Checkered Lumberjack Shirt,Male,Lumberjack,None,None,None,None,White,Dark Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.01279984616748,7994
7995,Yellow,None,None,Saratoga,None,Millbrook,Black,Hard Hat,Pencil Mustache,None,Drill,Ponytail,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.174140733751965,7995
7996,Heliotrope,Orient,None,Mandy's Pink,Medium Gray,Blue,Westar,Reverse Cap,Comb Mustache,Luxury,None,Mop Top,Life Jacket,Male,Boat Captain,None,None,None,None,Black,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,57.27864645790598,7996
7997,None,None,None,None,None,Millbrook,White,None,None,None,None,Crew Cut,Robe,Female,Miller,None,None,None,None,Twine,Dark Gray,None,None,Black,None,None,Dull Lavender,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.017029586786844,7997
7998,Screamin' Green,Scarlet,None,White,None,Cement,White,Ball Cap,None,Luxury,Drill,Afro,Gingham Lumberjack Dress,Female,Lumberjack,None,None,None,None,None,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,Shadow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.75148230113731,7998
7999,Red,None,None,Torea Bay,None,Millbrook,Westar,Ivy Cap,Comb Mustache,None,None,80s,Worker Uniform,Male,Factory Worker,None,None,None,None,Paradiso,Black,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17.414029439979444,7999
8000,Scarlet,Scarlet,None,None,None,Millbrook,White,Fedora,None,Oval Frame,None,Long & Tied Up,Single-breasted Chef Jacket,Female,Chef,None,None,None,None,Cocoa Brown,Black,None,None,None,None,None,None,None,None,None,None,None,Blue,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.38924203049707,8000
